Tanggal;Hari;Jumlah_Penumpang
2015-12-08;Selasa;20068
2015-12-09;Rabu;20680
2015-12-10;Kamis;24292
2015-12-11;Jumat;26610
2015-12-12;Sabtu;26837
2015-12-13;Minggu;25515
2015-12-14;Senin;25728
2015-12-15;Selasa;25183
2015-12-16;Rabu;26134
2015-12-17;Kamis;31997
2015-12-18;Jumat;30733
2015-12-19;Sabtu;35725
2015-12-20;Minggu;34146
2015-12-21;Senin;32939
2015-12-22;Selasa;32346
2015-12-23;Rabu;32740
2015-12-24;Kamis;30605
2015-12-25;Jumat;31130
2015-12-26;Sabtu;33760
2015-12-27;Minggu;33035
2015-12-28;Senin;31277
2015-12-29;Selasa;31509
2015-12-30;Rabu;29582
2015-12-31;Kamis;27652
2016-01-01;Jumat;27666
2016-01-02;Sabtu;32325
2016-01-03;Minggu;33844
2016-01-04;Senin;32852
2016-01-05;Selasa;26036
2016-01-06;Rabu;25267
2016-01-07;Kamis;27157
2016-01-08;Jumat;26480
2016-01-09;Sabtu;28810
2016-01-10;Minggu;26962
2016-01-11;Senin;23613
2016-01-12;Selasa;22922
2016-01-13;Rabu;24192
2016-01-14;Kamis;26237
2016-01-15;Jumat;26120
2016-01-16;Sabtu;28497
2016-01-17;Minggu;24578
2016-01-18;Senin;23775
2016-01-19;Selasa;20540
2016-01-20;Rabu;22500
2016-01-21;Kamis;22817
2016-01-22;Jumat;22703
2016-01-23;Sabtu;24725
2016-01-24;Minggu;23868,03171
2016-01-25;Senin;21385
2016-01-26;Selasa;20562
2016-01-27;Rabu;22140
2016-01-28;Kamis;24432
2016-01-29;Jumat;22924
2016-01-30;Sabtu;24133
2016-01-31;Minggu;22775
2016-02-01;Senin;23501
2016-02-02;Selasa;21145
2016-02-03;Rabu;23150
2016-02-04;Kamis;24228
2016-02-05;Jumat;24548
2016-02-06;Sabtu;27655
2016-02-07;Minggu;23351
2016-02-08;Senin;23471
2016-02-09;Selasa;24696
2016-02-10;Rabu;25355
2016-02-11;Kamis;27962
2016-02-12;Jumat;29047
2016-02-13;Sabtu;30922
2016-02-14;Minggu;28147
2016-02-15;Senin;26583
2016-02-16;Selasa;24479
2016-02-17;Rabu;25461
2016-02-18;Kamis;26075
2016-02-19;Jumat;25149
2016-02-20;Sabtu;28746
2016-02-21;Minggu;25482
2016-02-22;Senin;23717
2016-02-23;Selasa;21791
2016-02-24;Rabu;22878
2016-02-25;Kamis;24506
2016-02-26;Jumat;23855
2016-02-27;Sabtu;26142
2016-02-28;Minggu;24492
2016-02-29;Senin;22489
2016-03-01;Selasa;22878
2016-03-02;Rabu;23937
2016-03-03;Kamis;25226
2016-03-04;Jumat;24824
2016-03-05;Sabtu;27975
2016-03-06;Minggu;25741
2016-03-07;Senin;23043
2016-03-08;Selasa;20715
2016-03-09;Rabu;23334
2016-03-10;Kamis;25486
2016-03-11;Jumat;26958
2016-03-12;Sabtu;29904
2016-03-13;Minggu;27741
2016-03-14;Senin;24088
2016-03-15;Selasa;23316
2016-03-16;Rabu;26213
2016-03-17;Kamis;29454
2016-03-18;Jumat;28956
2016-03-19;Sabtu;32483
2016-03-20;Minggu;29613
2016-03-21;Senin;27739
2016-03-22;Selasa;26302
2016-03-23;Rabu;26599
2016-03-24;Kamis;30512
2016-03-25;Jumat;29877
2016-03-26;Sabtu;32294
2016-03-27;Minggu;31388
2016-03-28;Senin;28002
2016-03-29;Selasa;26774
2016-03-30;Rabu;26232
2016-03-31;Kamis;27491
2016-04-01;Jumat;28671
2016-04-02;Sabtu;30779
2016-04-03;Minggu;27696
2016-04-04;Senin;27045
2016-04-05;Selasa;21556
2016-04-06;Rabu;22019
2016-04-07;Kamis;24883
2016-04-08;Jumat;25732
2016-04-09;Sabtu;28999
2016-04-10;Minggu;26873
2016-04-11;Senin;23816
2016-04-12;Selasa;21163
2016-04-13;Rabu;21643
2016-04-14;Kamis;24351
2016-04-15;Jumat;24342
2016-04-16;Sabtu;27141
2016-04-17;Minggu;26307
2016-04-18;Senin;23702
2016-04-19;Selasa;21149
2016-04-20;Rabu;22298
2016-04-21;Kamis;24208
2016-04-22;Jumat;24874
2016-04-23;Sabtu;25006
2016-04-24;Minggu;24145
2016-04-25;Senin;22541
2016-04-26;Selasa;21217
2016-04-27;Rabu;21773
2016-04-28;Kamis;24749
2016-04-29;Jumat;23609
2016-04-30;Sabtu;27160
2016-05-01;Minggu;26373
2016-05-02;Senin;23636
2016-05-03;Selasa;22202
2016-05-04;Rabu;21364
2016-05-05;Kamis;24445
2016-05-06;Jumat;23235
2016-05-07;Sabtu;26156
2016-05-08;Minggu;25352
2016-05-09;Senin;24984
2016-05-10;Selasa;23356
2016-05-11;Rabu;23488
2016-05-12;Kamis;26586
2016-05-13;Jumat;26034
2016-05-14;Sabtu;29287
2016-05-15;Minggu;27982
2016-05-16;Senin;26069
2016-05-17;Selasa;25692
2016-05-18;Rabu;25229
2016-05-19;Kamis;28540
2016-05-20;Jumat;27670
2016-05-21;Sabtu;30918
2016-05-22;Minggu;29254
2016-05-23;Senin;25861
2016-05-24;Selasa;26418
2016-05-25;Rabu;25900
2016-05-26;Kamis;29595
2016-05-27;Jumat;28260
2016-05-28;Sabtu;30350
2016-05-29;Minggu;28279
2016-05-30;Senin;26735
2016-05-31;Selasa;26958
2016-06-01;Rabu;27315
2016-06-02;Kamis;30155
2016-06-03;Jumat;28971
2016-06-04;Sabtu;31616
2016-06-05;Minggu;29845
2016-06-06;Senin;29025
2016-06-07;Selasa;27912
2016-06-08;Rabu;27171
2016-06-09;Kamis;32001
2016-06-10;Jumat;31156
2016-06-11;Sabtu;32981
2016-06-12;Minggu;32551
2016-06-13;Senin;30551
2016-06-14;Selasa;29575
2016-06-15;Rabu;29545
2016-06-16;Kamis;31385
2016-06-17;Jumat;31259
2016-06-18;Sabtu;33383
2016-06-19;Minggu;32862
2016-06-20;Senin;31879
2016-06-21;Selasa;30246
2016-06-22;Rabu;29620
2016-06-23;Kamis;31946
2016-06-24;Jumat;31165
2016-06-25;Sabtu;33902
2016-06-26;Minggu;32174
2016-06-27;Senin;30300
2016-06-28;Selasa;29297
2016-06-29;Rabu;29900
2016-06-30;Kamis;33356
2016-07-01;Jumat;33032
2016-07-02;Sabtu;34309
2016-07-03;Minggu;32452
2016-07-04;Senin;27197
2016-07-05;Selasa;29463
2016-07-06;Rabu;30013
2016-07-07;Kamis;31465
2016-07-08;Jumat;30086
2016-07-09;Sabtu;32632
2016-07-10;Minggu;31487
2016-07-11;Senin;30884
2016-07-12;Selasa;29429
2016-07-13;Rabu;29501
2016-07-14;Kamis;30608
2016-07-15;Jumat;30278
2016-07-16;Sabtu;33146
2016-07-17;Minggu;31516
2016-07-18;Senin;30941
2016-07-19;Selasa;28434
2016-07-20;Rabu;29136
2016-07-21;Kamis;30734
2016-07-22;Jumat;30517
2016-07-23;Sabtu;33425
2016-07-24;Minggu;32048
2016-07-25;Senin;31964
2016-07-26;Selasa;28563
2016-07-27;Rabu;29838
2016-07-28;Kamis;31794
2016-07-29;Jumat;30518
2016-07-30;Sabtu;34429
2016-07-31;Minggu;33570
2016-08-01;Senin;32837
2016-08-02;Selasa;31551
2016-08-03;Rabu;31080
2016-08-04;Kamis;31434
2016-08-05;Jumat;30581
2016-08-06;Sabtu;34149
2016-08-07;Minggu;31532
2016-08-08;Senin;28652
2016-08-09;Selasa;29302
2016-08-10;Rabu;29373
2016-08-11;Kamis;29309
2016-08-12;Jumat;29340
2016-08-13;Sabtu;31674
2016-08-14;Minggu;31214
2016-08-15;Senin;29622
2016-08-16;Selasa;28503
2016-08-17;Rabu;27929
2016-08-18;Kamis;29426
2016-08-19;Jumat;27350
2016-08-20;Sabtu;30657
2016-08-21;Minggu;29546
2016-08-22;Senin;27595
2016-08-23;Selasa;26103
2016-08-24;Rabu;24093
2016-08-25;Kamis;25486
2016-08-26;Jumat;24401
2016-08-27;Sabtu;27742
2016-08-28;Minggu;25239
2016-08-29;Senin;22613
2016-08-30;Selasa;20820
2016-08-31;Rabu;24106
2016-09-01;Kamis;28671
2016-09-02;Jumat;26987
2016-09-03;Sabtu;26913
2016-09-04;Minggu;25347
2016-09-05;Senin;24651
2016-09-06;Selasa;23409
2016-09-07;Rabu;23164
2016-09-08;Kamis;25700
2016-09-09;Jumat;24262
2016-09-10;Sabtu;28951
2016-09-11;Minggu;26400
2016-09-12;Senin;24350
2016-09-13;Selasa;22839
2016-09-14;Rabu;24614
2016-09-15;Kamis;26456
2016-09-16;Jumat;27149
2016-09-17;Sabtu;28739
2016-09-18;Minggu;27219
2016-09-19;Senin;23690
2016-09-20;Selasa;21568
2016-09-21;Rabu;23219
2016-09-22;Kamis;26583
2016-09-23;Jumat;23793
2016-09-24;Sabtu;28147
2016-09-25;Minggu;26484
2016-09-26;Senin;23960
2016-09-27;Selasa;22796
2016-09-28;Rabu;22950
2016-09-29;Kamis;26217
2016-09-30;Jumat;26241
2016-10-01;Sabtu;30268
2016-10-02;Minggu;28236
2016-10-03;Senin;25561
2016-10-04;Selasa;24048
2016-10-05;Rabu;25019
2016-10-06;Kamis;27751
2016-10-07;Jumat;27306
2016-10-08;Sabtu;28571
2016-10-09;Minggu;28283
2016-10-10;Senin;26222
2016-10-11;Selasa;23958
2016-10-12;Rabu;25550
2016-10-13;Kamis;28020
2016-10-14;Jumat;26767
2016-10-15;Sabtu;31786
2016-10-16;Minggu;29717
2016-10-17;Senin;26946
2016-10-18;Selasa;25200
2016-10-19;Rabu;25453
2016-10-20;Kamis;27811
2016-10-21;Jumat;26351
2016-10-22;Sabtu;29259
2016-10-23;Minggu;26497
2016-10-24;Senin;24312
2016-10-25;Selasa;22247
2016-10-26;Rabu;23587
2016-10-27;Kamis;25258
2016-10-28;Jumat;24139
2016-10-29;Sabtu;25793
2016-10-30;Minggu;24064
2016-10-31;Senin;21695
2016-11-01;Selasa;23673
2016-11-02;Rabu;24911
2016-11-03;Kamis;26861
2016-11-04;Jumat;25876
2016-11-05;Sabtu;27773
2016-11-06;Minggu;26813
2016-11-07;Senin;25064
2016-11-08;Selasa;23102
2016-11-09;Rabu;24910
2016-11-10;Kamis;26906
2016-11-11;Jumat;26282
2016-11-12;Sabtu;26279
2016-11-13;Minggu;25789
2016-11-14;Senin;23741
2016-11-15;Selasa;23712
2016-11-16;Rabu;25946
2016-11-17;Kamis;28222
2016-11-18;Jumat;28376
2016-11-19;Sabtu;30718
2016-11-20;Minggu;28202
2016-11-21;Senin;25432
2016-11-22;Selasa;25224
2016-11-23;Rabu;25858
2016-11-24;Kamis;25543
2016-11-25;Jumat;23514
2016-11-26;Sabtu;25107
2016-11-27;Minggu;27155
2016-11-28;Senin;24573
2016-11-29;Selasa;22534
2016-11-30;Rabu;23370
2016-12-01;Kamis;25690
2016-12-02;Jumat;24666
2016-12-03;Sabtu;28159
2016-12-04;Minggu;25489
2016-12-05;Senin;23652
2016-12-06;Selasa;19907
2016-12-07;Rabu;21208
2016-12-08;Kamis;24837
2016-12-09;Jumat;24122
2016-12-10;Sabtu;27793
2016-12-11;Minggu;24253
2016-12-12;Senin;22957
2016-12-13;Selasa;22547
2016-12-14;Rabu;24752
2016-12-15;Kamis;28515
2016-12-16;Jumat;30870
2016-12-17;Sabtu;33050
2016-12-18;Minggu;32931
2016-12-19;Senin;31940
2016-12-20;Selasa;32497
2016-12-21;Rabu;32510
2016-12-22;Kamis;33108
2016-12-23;Jumat;34666
2016-12-24;Sabtu;32394
2016-12-25;Minggu;31328
2016-12-26;Senin;33770
2016-12-27;Selasa;32733
2016-12-28;Rabu;34204
2016-12-29;Kamis;33926
2016-12-30;Jumat;32180
2016-12-31;Sabtu;28648
2017-01-01;Minggu;32054
2017-01-02;Senin;32195
2017-01-03;Selasa;30311
2017-01-04;Rabu;29768
2017-01-05;Kamis;29633
2017-01-06;Jumat;29972
2017-01-07;Sabtu;31493
2017-01-08;Minggu;27551
2017-01-09;Senin;26464
2017-01-10;Selasa;23970
2017-01-11;Rabu;26261
2017-01-12;Kamis;26567
2017-01-13;Jumat;28518
2017-01-14;Sabtu;29535
2017-01-15;Minggu;26444
2017-01-16;Senin;23783
2017-01-17;Selasa;22038
2017-01-18;Rabu;23938
2017-01-19;Kamis;25259
2017-01-20;Jumat;26412
2017-01-21;Sabtu;29059
2017-01-22;Minggu;24526
2017-01-23;Senin;21804
2017-01-24;Selasa;20820
2017-01-25;Rabu;23613
2017-01-26;Kamis;24376
2017-01-27;Jumat;23685
2017-01-28;Sabtu;26888
2017-01-29;Minggu;22927
2017-01-30;Senin;21061
2017-01-31;Selasa;21551
2017-02-01;Rabu;25463
2017-02-02;Kamis;25928
2017-02-03;Jumat;25945
2017-02-04;Sabtu;27272
2017-02-05;Minggu;23475
2017-02-06;Senin;22609
2017-02-07;Selasa;21829
2017-02-08;Rabu;25582
2017-02-09;Kamis;25316
2017-02-10;Jumat;27877
2017-02-11;Sabtu;29314
2017-02-12;Minggu;27713
2017-02-13;Senin;24529
2017-02-14;Selasa;23039
2017-02-15;Rabu;27623
2017-02-16;Kamis;28594
2017-02-17;Jumat;26804
2017-02-18;Sabtu;31791
2017-02-19;Minggu;29678
2017-02-20;Senin;25299
2017-02-21;Selasa;24979
2017-02-22;Rabu;26440
2017-02-23;Kamis;26527
2017-02-24;Jumat;26487
2017-02-25;Sabtu;28030
2017-02-26;Minggu;26545
2017-02-27;Senin;22187
2017-02-28;Selasa;22021
2017-03-01;Rabu;26703
2017-03-02;Kamis;27346
2017-03-03;Jumat;27006
2017-03-04;Sabtu;28515
2017-03-05;Minggu;26730
2017-03-06;Senin;23434
2017-03-07;Selasa;22413
2017-03-08;Rabu;26584
2017-03-09;Kamis;28682
2017-03-10;Jumat;30046
2017-03-11;Sabtu;32140
2017-03-12;Minggu;30482
2017-03-13;Senin;25513
2017-03-14;Selasa;23153
2017-03-15;Rabu;26691
2017-03-16;Kamis;27415
2017-03-17;Jumat;28974
2017-03-18;Sabtu;30205
2017-03-19;Minggu;29298
2017-03-20;Senin;26233
2017-03-21;Selasa;25420
2017-03-22;Rabu;27834
2017-03-23;Kamis;30258
2017-03-24;Jumat;31619
2017-03-25;Sabtu;34328
2017-03-26;Minggu;31060
2017-03-27;Senin;28624
2017-03-28;Selasa;26693
2017-03-29;Rabu;27131
2017-03-30;Kamis;28779
2017-03-31;Jumat;29386
2017-04-01;Sabtu;32472
2017-04-02;Minggu;30396
2017-04-03;Senin;25943
2017-04-04;Selasa;24057
2017-04-05;Rabu;24482
2017-04-06;Kamis;26281
2017-04-07;Jumat;28335
2017-04-08;Sabtu;31513
2017-04-09;Minggu;29801
2017-04-10;Senin;26108
2017-04-11;Selasa;24126
2017-04-12;Rabu;25264
2017-04-13;Kamis;26018
2017-04-14;Jumat;26929
2017-04-15;Sabtu;27084
2017-04-16;Minggu;26180
2017-04-17;Senin;24153
2017-04-18;Selasa;24148
2017-04-19;Rabu;25822
2017-04-20;Kamis;27041
2017-04-21;Jumat;26564
2017-04-22;Sabtu;27987
2017-04-23;Minggu;26154
2017-04-24;Senin;23124
2017-04-25;Selasa;22645
2017-04-26;Rabu;24580
2017-04-27;Kamis;26946
2017-04-28;Jumat;26781
2017-04-29;Sabtu;28875
2017-04-30;Minggu;27226
2017-05-01;Senin;25379
2017-05-02;Selasa;25758
2017-05-03;Rabu;24898
2017-05-04;Kamis;26298
2017-05-05;Jumat;25599
2017-05-06;Sabtu;26944
2017-05-07;Minggu;26539
2017-05-08;Senin;24301
2017-05-09;Selasa;24156
2017-05-10;Rabu;25318
2017-05-11;Kamis;27273
2017-05-12;Jumat;27369
2017-05-13;Sabtu;28983
2017-05-14;Minggu;28354
2017-05-15;Senin;27148
2017-05-16;Selasa;25629
2017-05-17;Rabu;26415
2017-05-18;Kamis;27161
2017-05-19;Jumat;28197
2017-05-20;Sabtu;30727
2017-05-21;Minggu;28842
2017-05-22;Senin;27561
2017-05-23;Selasa;26291
2017-05-24;Rabu;28409
2017-05-25;Kamis;29089
2017-05-26;Jumat;28768
2017-05-27;Sabtu;31389
2017-05-28;Minggu;29153
2017-05-29;Senin;27199
2017-05-30;Selasa;25872
2017-05-31;Rabu;28581
2017-06-01;Kamis;29867
2017-06-02;Jumat;29156
2017-06-03;Sabtu;31607
2017-06-04;Minggu;31949
2017-06-05;Senin;29228
2017-06-06;Selasa;27885
2017-06-07;Rabu;28903
2017-06-08;Kamis;31206
2017-06-09;Jumat;31161
2017-06-10;Sabtu;32461
2017-06-11;Minggu;33243
2017-06-12;Senin;31353
2017-06-13;Selasa;30363
2017-06-14;Rabu;30773
2017-06-15;Kamis;31937
2017-06-16;Jumat;33028
2017-06-17;Sabtu;34175
2017-06-18;Minggu;33971
2017-06-19;Senin;31330
2017-06-20;Selasa;31534
2017-06-21;Rabu;31603
2017-06-22;Kamis;32284
2017-06-23;Jumat;33237
2017-06-24;Sabtu;34529
2017-06-25;Minggu;32686
2017-06-26;Senin;31242
2017-06-27;Selasa;30738
2017-06-28;Rabu;32779
2017-06-29;Kamis;33046
2017-06-30;Jumat;34318
2017-07-01;Sabtu;36075
2017-07-02;Minggu;33516
2017-07-03;Senin;31490
2017-07-04;Selasa;30329
2017-07-05;Rabu;31804
2017-07-06;Kamis;31955
2017-07-07;Jumat;32126
2017-07-08;Sabtu;33143
2017-07-09;Minggu;32600
2017-07-10;Senin;31705
2017-07-11;Selasa;30243
2017-07-12;Rabu;31666
2017-07-13;Kamis;31074
2017-07-14;Jumat;32905
2017-07-15;Sabtu;33972
2017-07-16;Minggu;32319
2017-07-17;Senin;30405
